,Item_Identifier,Item_Weight,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Item_Outlet_Sales,Item_Fat_Content_0,Item_Fat_Content_1,Outlet_Size_0,Outlet_Size_1,Outlet_Size_2,Outlet_Location_Type_0,Outlet_Location_Type_1,Outlet_Location_Type_2,Outlet_Type_0,Outlet_Type_1,Outlet_Type_2,Outlet_Type_3,Item_Type_Combined_0,Item_Type_Combined_1,Item_Type_Combined_2
6360,FDM34,19.0,0.112893408,Snack Foods,131.0626,OUT010,1998,524.6504,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0
6361,FDZ39,12.792854228644284,0.017937483,Meat,103.499,OUT027,1985,1547.985,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0
6362,FDU28,12.792854228644284,0.164438907,Frozen Foods,188.4214,OUT019,1985,376.8428,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0
6363,FDQ27,5.19,0.044252621,Meat,102.599,OUT046,1997,1651.184,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0
6364,FDQ52,17.0,0.120060274,Frozen Foods,246.5434,OUT017,2007,4470.1812,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0
6365,FDT51,11.65,0.010909704,Meat,110.8544,OUT013,1987,1677.816,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0
6366,NCI30,20.25,0.059055045,Household,247.346,OUT045,2002,1970.768,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1
6367,NCX29,10.0,0.149223055,Health and Hygiene,145.8102,OUT010,1998,874.8612,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1
6368,FDX38,12.792854228644284,0.084404264,Dairy,49.5376,OUT019,1985,143.8128,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0
6369,FDO08,11.1,0.054079556,Fruits and Vegetables,165.9526,OUT017,2007,2631.2416,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0
6370,FDM15,11.8,0.057655493,Meat,152.6366,OUT018,2009,1662.5026,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0
6371,FDW22,9.695,0.030413777,Snack Foods,221.3114,OUT018,2009,2217.114,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0
6372,FDT08,13.65,0.049496899,Fruits and Vegetables,151.505,OUT017,2007,2846.295,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0
6373,FDS32,17.75,0.029653914,Fruits and Vegetables,140.5838,OUT046,1997,2669.1922,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0
6374,NCI06,11.3,0.047912071,Household,179.866,OUT018,2009,1258.362,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1
6375,FDR21,12.792854228644284,0.066611321,Snack Foods,178.237,OUT027,1985,3705.177,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0
6376,FDD05,19.35,0.016611475,Frozen Foods,122.0098,OUT046,1997,2651.2156,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0
6377,FDZ02,6.905,0.03822479,Dairy,99.8726,OUT045,2002,587.2356,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0
6378,FDH47,13.5,0.129016487,Starchy Foods,98.4068,OUT049,1999,1846.9292,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0
6379,FDM58,16.85,0.080141165,Snack Foods,111.4544,OUT017,2007,2013.3792,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0
6380,FDG09,20.6,0.0480335,Fruits and Vegetables,188.2556,OUT045,2002,3755.112,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0
6381,FDO27,6.175,0.179355893,Meat,94.1752,OUT049,1999,575.2512,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0
6382,FDI41,18.5,0.062510529,Frozen Foods,146.8418,OUT018,2009,2059.9852,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0
6383,FDK34,13.35,0.038519399,Snack Foods,236.8564,OUT035,2004,5005.4844,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0
6384,NCX54,12.792854228644284,0.047827139,Household,105.3622,OUT027,1985,3387.5904,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1
6385,FDL14,8.115,0.032208865,Canned,154.9972,OUT049,1999,3739.1328,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0
6386,FDA13,15.85,0.078874948,Canned,37.4506,OUT018,2009,303.6048,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0
6387,FDS11,12.792854228644284,0.097275777,Breads,223.9088,OUT019,1985,223.7088,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0
6388,FDT43,16.35,0.020664178,Fruits and Vegetables,50.8324,OUT017,2007,1298.31,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0
6389,FDR07,21.35,0.078060605,Fruits and Vegetables,96.0094,OUT018,2009,380.8376,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0
6390,FDF41,12.15,0.131714183,Frozen Foods,245.846,OUT018,2009,4434.228,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0
6391,DRM23,16.6,0.135944247,Hard Drinks,172.0422,OUT049,1999,2586.633,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0
6392,FDO52,11.6,0.077478931,Frozen Foods,170.3106,OUT018,2009,4277.765,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0
6393,FDD10,20.6,0.046114018,Snack Foods,178.2344,OUT045,2002,1070.6064,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0
6394,FDN38,12.792854228644284,0.161030847,Canned,251.2408,OUT019,1985,1001.3632,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0
6395,FDE17,20.1,0.054455495,Frozen Foods,149.5366,OUT046,1997,2871.5954,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0
6396,FDZ03,13.65,0.075609201875,Dairy,186.024,OUT018,2009,4287.752,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0
6397,FDD03,13.3,0.080257683,Dairy,232.63,OUT017,2007,1864.24,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0
6398,NCW18,12.792854228644284,0.059037538,Household,237.7248,OUT027,1985,2607.2728,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1
6399,DRG36,12.792854228644284,0.094916347,Soft Drinks,172.3106,OUT027,1985,4277.765,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0
6400,FDT43,16.35,0.034393057,Fruits and Vegetables,50.8324,OUT010,1998,155.7972,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0
6401,NCU17,5.32,0.093261677,Health and Hygiene,100.9674,OUT018,2009,1222.4088,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1
6402,FDH50,15.0,0.16143544,Canned,185.1266,OUT046,1997,2766.399,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0
6403,FDU57,8.27,0.089479661,Snack Foods,148.6708,OUT013,1987,2106.5912,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0
6404,FDA56,12.792854228644284,0.008722342,Fruits and Vegetables,123.5414,OUT027,1985,4508.1318,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0
6405,FDZ15,13.1,0.020988798,Dairy,117.7782,OUT017,2007,1191.782,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0
6406,FDY51,12.5,0.081260969,Meat,221.7798,OUT049,1999,3085.3172,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0
6407,DRF03,19.1,0.045308131,Dairy,42.5138,OUT046,1997,649.8208,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0
6408,NCV06,11.3,0.06705851,Household,194.0478,OUT017,2007,3293.7126,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1
6409,FDA21,13.65,0.035930784,Snack Foods,184.4924,OUT013,1987,9069.5276,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0
6410,NCQ53,12.792854228644284,0.018813776,Health and Hygiene,235.259,OUT027,1985,5672.616,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1
6411,NCO29,12.792854228644284,0.032099989,Health and Hygiene,164.1526,OUT027,1985,2960.1468,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1
6412,FDT26,18.85,0.06823032,Dairy,121.044,OUT018,2009,1557.972,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0
6413,FDI21,5.59,0.056592115,Snack Foods,65.0168,OUT035,2004,447.4176,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0
6414,NCI55,18.6,0.012643035,Household,119.8414,OUT013,1987,365.5242,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1
6415,FDZ04,9.31,0.063529046,Frozen Foods,63.751,OUT010,1998,126.502,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0
6416,FDL27,6.17,0.010630949,Meat,65.9826,OUT046,1997,1162.4868,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0
6417,FDS45,5.175,0.029490377,Snack Foods,107.6622,OUT035,2004,2858.2794,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0
6418,NCG43,12.792854228644284,0.129983688,Household,93.0462,OUT019,1985,185.0924,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1
6419,FDU28,19.2,0.094300933,Frozen Foods,187.5214,OUT018,2009,1695.7926,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0
6420,FDO20,12.85,0.152001201,Fruits and Vegetables,252.3382,OUT013,1987,6056.1168,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0
6421,NCG55,16.25,0.039113587,Household,116.0176,OUT013,1987,1488.7288,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1
6422,NCM42,6.13,0.02848169,Household,110.4912,OUT017,2007,1310.2944,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1
6423,NCG07,12.3,0.05271592,Household,189.653,OUT018,2009,569.259,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1
6424,NCQ29,12.792854228644284,0.182493512,Health and Hygiene,258.8278,OUT019,1985,1041.3112,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1
6425,NCV05,10.1,0.050562853,Health and Hygiene,153.3656,OUT010,1998,463.3968,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1
6426,NCO02,11.15,0.07366703,Others,66.2142,OUT018,2009,131.8284,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1
6427,FDH19,19.35,0.03322326,Meat,172.0738,OUT018,2009,3301.7022,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0
6428,DRG13,17.25,0.037396492,Soft Drinks,165.6526,OUT017,2007,1808.9786,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
6429,FDI57,19.85,0.054015429,Seafood,196.3768,OUT035,2004,4138.6128,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0
6430,FDX51,9.5,0.02210346,Meat,194.7452,OUT045,2002,1370.2164,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0
6431,FDW33,9.395,0.099274694,Snack Foods,104.528,OUT049,1999,852.224,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0
6432,DRE12,4.59,0.070721656,Soft Drinks,113.286,OUT013,1987,1471.418,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0
6433,FDY31,5.98,0.043554614,Fruits and Vegetables,148.2418,OUT035,2004,2354.2688,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0
6434,FDR31,6.46,0.04923932,Fruits and Vegetables,144.4102,OUT049,1999,4374.306,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0
6435,FDS55,7.02,0.08114883,Fruits and Vegetables,146.8734,OUT035,2004,3563.3616,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0
6436,DRL60,8.52,0.027054244,Soft Drinks,151.5682,OUT035,2004,3506.7686,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0
6437,FDW55,12.6,0.036773101,Fruits and Vegetables,250.3092,OUT010,1998,249.0092,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0
6438,FDT11,5.94,0.049163321,Breads,186.4556,OUT010,1998,563.2668,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0
6439,FDO50,16.25,0.078168739,Canned,91.3804,OUT046,1997,1653.8472,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0
6440,FDD28,10.695,0.05337973,Frozen Foods,56.7904,OUT049,1999,1113.2176,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0
6441,FDN28,5.88,0.030418998,Frozen Foods,103.099,OUT017,2007,1341.587,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0
6442,FDS35,9.3,0.111673587,Breads,65.7826,OUT018,2009,968.739,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0
6443,FDB38,19.5,0.027341529,Canned,158.292,OUT035,2004,3994.8,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0
6444,FDT07,5.82,0.077634044,Fruits and Vegetables,256.433,OUT018,2009,3844.995,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0
6445,FDC53,8.68,0.008835694,Frozen Foods,96.5384,OUT046,1997,1182.4608,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0
6446,NCT41,15.7,0.055990291,Health and Hygiene,153.2024,OUT046,1997,3795.06,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1
6447,FDR40,12.792854228644284,0.00799548,Frozen Foods,78.5618,OUT027,1985,2255.7304,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0
6448,FDH32,12.8,0.076369874,Fruits and Vegetables,97.241,OUT018,2009,1448.115,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0
6449,FDN60,15.1,0.095351065,Baking Goods,158.6604,OUT045,2002,2535.3664,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0
6450,FDR33,7.31,0.026783871,Snack Foods,108.157,OUT035,2004,1098.57,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0
6451,FDB59,12.792854228644284,0.01520491,Snack Foods,197.2084,OUT027,1985,4166.5764,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0
6452,FDS07,12.35,0.099757833,Fruits and Vegetables,113.9518,OUT046,1997,910.8144,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0
6453,FDD02,16.6,0.0423816885,Canned,117.3124,OUT013,1987,2014.7108,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0
6454,FDH05,14.35,0.090896452,Frozen Foods,231.2984,OUT035,2004,6024.1584,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0
6455,FDR04,7.075,0.022602061,Frozen Foods,98.1068,OUT049,1999,1458.102,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0
6456,DRJ47,18.25,0.044250304,Hard Drinks,174.708,OUT046,1997,2423.512,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0
6457,FDW50,13.1,0.075885921,Dairy,165.1158,OUT018,2009,1504.0422,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0
6458,NCJ17,7.68,0.153177941,Health and Hygiene,85.2224,OUT018,2009,1278.336,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1
6459,FDH60,19.7,0.06956604933333334,Baking Goods,197.911,OUT045,2002,1767.699,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0
6460,DRL60,8.52,0.027114238,Soft Drinks,151.9682,OUT045,2002,1677.1502,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
6461,FDS32,17.75,0.049634572,Fruits and Vegetables,140.2838,OUT010,1998,280.9676,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0
6462,FDM58,12.792854228644284,0.059170157333333334,Snack Foods,112.2544,OUT027,1985,3914.904,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0
6463,FDK10,5.785,0.040587146,Snack Foods,180.366,OUT017,2007,1258.362,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0
6464,NCS30,5.945,0.093008616,Household,127.8652,OUT035,2004,2195.8084,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1
6465,FDY15,18.25,0.17179432,Dairy,154.663,OUT017,2007,2659.871,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0
6466,FDC53,8.68,0.008828341,Frozen Foods,99.9384,OUT013,1987,689.7688,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0
6467,FDK45,11.65,0.033858187,Seafood,113.386,OUT046,1997,2603.278,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0
6468,FDH26,19.25,0.034841089,Canned,141.1496,OUT018,2009,282.2992,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0
6469,NCW06,16.2,0.08425957,Household,192.3162,OUT010,1998,769.6648,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1
6470,FDV37,13.0,0.083444376,Canned,195.8426,OUT013,1987,4152.5946,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0
6471,FDB52,17.75,0.030497325,Dairy,256.9672,OUT045,2002,1534.0032,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0
6472,FDF41,12.15,0.131179812,Frozen Foods,245.246,OUT046,1997,3202.498,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0
6473,FDA39,6.32,0.012737719,Meat,38.5822,OUT049,1999,353.5398,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0
6474,FDE56,17.25,0.159165324,Fruits and Vegetables,63.4194,OUT035,2004,1547.985,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0
6475,FDC56,7.72,0.122015744,Fruits and Vegetables,121.744,OUT018,2009,2277.036,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0
6476,FDT26,18.85,0.068091318,Dairy,120.644,OUT045,2002,3475.476,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0
6477,FDR21,19.7,0.067314073,Snack Foods,175.137,OUT017,2007,2822.992,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0
6478,FDC14,14.5,0.041249072,Canned,40.5454,OUT046,1997,1216.4166,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0
6479,FDI32,17.7,0.174340475,Fruits and Vegetables,116.6834,OUT035,2004,3570.6854,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0
6480,FDI02,15.7,0.11454343,Canned,113.7202,OUT035,2004,3263.0858,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0
6481,FDE22,9.695,0.029693277,Snack Foods,159.792,OUT018,2009,2716.464,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0
6482,FDW26,11.8,0.107057186,Dairy,224.1772,OUT046,1997,3558.0352,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0
6483,FDA36,12.792854228644284,0.009921107,Baking Goods,183.6924,OUT019,1985,555.2772,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0
6484,NCS06,12.792854228644284,0.031583053,Household,260.991,OUT027,1985,7100.757,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1
6485,NCX05,15.2,0.097043739,Health and Hygiene,116.8492,OUT035,2004,2664.5316,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1
6486,FDU19,8.77,0.046762633,Fruits and Vegetables,170.8422,OUT035,2004,1724.422,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0
6487,FDA49,19.7,0.064909488,Canned,88.5198,OUT035,2004,1308.297,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0
6488,NCZ42,10.5,0.011305479,Household,235.5248,OUT049,1999,4740.496,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1
6489,FDX32,15.1,0.0974448714,Fruits and Vegetables,146.2786,OUT010,1998,433.4358,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0
6490,FDR01,5.405,0.053576661,Canned,200.5742,OUT013,1987,2388.8904,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0
6491,FDQ15,20.35,0.150947728,Meat,81.0276,OUT013,1987,1868.2348,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0
6492,FDQ14,12.792854228644284,0.10818157,Dairy,149.605,OUT019,1985,449.415,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0
6493,FDS56,5.785,0.038749536,Fruits and Vegetables,262.0252,OUT035,2004,4459.5284,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0
6494,DRJ24,11.8,0.113790879,Soft Drinks,185.3924,OUT018,2009,370.1848,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0
6495,FDG52,12.792854228644284,0.065313024,Frozen Foods,47.1402,OUT027,1985,1516.0266,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0
6496,FDF59,12.5,0.0742822692,Starchy Foods,127.102,OUT017,2007,253.004,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0
6497,DRM49,6.11,0.152813518,Soft Drinks,45.6086,OUT017,2007,1025.9978,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0
6498,NCP02,7.105,0.044771473,Household,58.2562,OUT013,1987,592.562,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1
6499,FDW13,8.5,0.098083231,Canned,50.3324,OUT045,2002,675.1212,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0
6500,FDV12,16.7,0.06121901,Baking Goods,100.0384,OUT017,2007,1970.768,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0
6501,FDH14,17.1,0.047073322,Canned,138.6838,OUT017,2007,2950.1598,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0
6502,FDQ20,8.325,0.029953314,Fruits and Vegetables,39.5138,OUT017,2007,568.5932,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0
6503,FDT45,15.85,0.055288852666666666,Snack Foods,55.1956,OUT013,1987,1255.6988,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0
6504,NCM26,12.792854228644284,0.040520754,Others,153.934,OUT019,1985,153.134,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1
6505,FDJ22,12.792854228644284,0.052554508,Snack Foods,190.3504,OUT027,1985,1917.504,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0
6506,FDD29,12.15,0.018514652,Frozen Foods,252.7698,OUT017,2007,5834.4054,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0
6507,FDA13,15.85,0.07871426,Canned,37.2506,OUT045,2002,493.3578,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0
6508,FDV47,17.1,0.054197299,Breads,83.5566,OUT035,2004,1860.2452,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0
6509,FDS57,15.5,0.103442268,Snack Foods,144.847,OUT046,1997,2433.499,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0
6510,DRG36,14.15,0.095360186,Soft Drinks,172.3106,OUT035,2004,3251.1014,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0
6511,FDK38,12.792854228644284,0.053031857,Canned,149.1734,OUT027,1985,4454.202,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0
6512,DRJ49,6.865,0.013990601,Soft Drinks,127.6652,OUT035,2004,2841.6344,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0
6513,FDR37,16.5,0.066237024,Breakfast,183.1292,OUT035,2004,6385.022,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0
6514,NCS53,14.5,0.089761211,Health and Hygiene,159.4604,OUT035,2004,2376.906,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1
6515,FDR22,19.35,0.01863822,Snack Foods,110.2544,OUT018,2009,1677.816,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0
6516,NCP42,8.51,0.016176344,Household,192.1478,OUT018,2009,1937.478,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1
6517,FDK38,6.65,0.089196394,Canned,147.0734,OUT010,1998,296.9468,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0
6518,NCC43,7.39,0.092782895,Household,252.6066,OUT046,1997,2259.0594,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1
6519,FDH57,10.895,0.0358031,Fruits and Vegetables,130.3284,OUT049,1999,2504.7396,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0
6520,FDQ25,8.63,0.028271345,Canned,170.5422,OUT035,2004,2069.3064,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0
6521,FDA11,7.75,0.043238822,Baking Goods,92.5436,OUT046,1997,1701.7848,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0
6522,FDG31,12.15,0.037955309,Meat,62.8826,OUT049,1999,710.4086,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0
6523,FDW28,18.25,0.089186083,Frozen Foods,194.3452,OUT018,2009,4502.1396,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0
6524,FDV14,19.85,0.044566659,Dairy,88.5856,OUT049,1999,703.0848,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0
6525,FDB60,9.3,0.028638276,Baking Goods,195.8136,OUT018,2009,2138.5496,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0
6526,FDU43,12.792854228644284,0.057762301,Fruits and Vegetables,237.3564,OUT027,1985,2145.2076,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0
6527,DRH11,5.98,0.075711199,Hard Drinks,55.6614,OUT045,2002,331.5684,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
6528,FDC48,12.792854228644284,0.027767577,Baking Goods,82.1592,OUT019,1985,412.796,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0
6529,DRK39,7.02,0.049865399,Dairy,82.925,OUT046,1997,1165.15,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0
6530,FDB20,7.72,0.052061483,Fruits and Vegetables,76.7986,OUT049,1999,1324.2762,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0
6531,FDE51,5.925,0.096387053,Dairy,45.6086,OUT013,1987,356.8688,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0
6532,FDX36,9.695,0.128176489,Baking Goods,224.8404,OUT013,1987,3600.6464,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0
6533,NCT29,12.6,0.064110725,Health and Hygiene,122.3414,OUT046,1997,243.6828,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1
6534,FDU45,15.6,0.035561344,Snack Foods,112.1518,OUT049,1999,1821.6288,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0
6535,FDF56,16.7,0.119647957,Fruits and Vegetables,180.9976,OUT049,1999,4165.2448,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0
6536,FDW07,18.0,0.238831875,Fruits and Vegetables,88.2514,OUT010,1998,88.5514,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0
6537,FDR52,12.792854228644284,0.075676339,Frozen Foods,190.4846,OUT027,1985,8789.8916,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0
6538,FDB45,20.85,0.021416681,Fruits and Vegetables,104.6306,OUT018,2009,1149.8366,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0
6539,NCT42,12.792854228644284,0.024766802,Household,151.0392,OUT027,1985,3281.0624,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1
6540,FDP52,18.7,0.070691729,Frozen Foods,230.201,OUT046,1997,5742.525,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0
6541,FDI50,12.792854228644284,0.030693309,Canned,228.0352,OUT027,1985,10306.584,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0
6542,FDU48,18.85,0.055671582,Baking Goods,133.3284,OUT017,2007,263.6568,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0
6543,FDS43,11.65,0.040507228,Fruits and Vegetables,186.924,OUT035,2004,2237.088,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0
6544,NCM41,16.5,0.035626319,Health and Hygiene,93.112,OUT013,1987,932.12,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1
6545,FDP37,15.6,0.143688905,Breakfast,128.1994,OUT018,2009,2184.4898,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0
